timestamp,key,mode,device,python,grid_idx,val_auc,val_acc,runtime_sec,status,hp/batch_size,hp/channel_growth,hp/channels_start,hp/class_weighting,hp/conv_blocks,hp/dropout,hp/emb_dim,hp/epochs,hp/grad_clip,hp/kernel_sizes,hp/label_smoothing,hp/learning_rate,hp/loss_fn,hp/optimizer,hp/pooling,hp/scheduler,hp/seed,hp/seq_len,hp/use_batchnorm,hp/vocab_size,hp/weight_decay
2025-09-19T03:58:25.057925+00:00,4cf58c239931fb6921e4855bc3ef2985,scratch,cpu,3.12.4,62,0.7822572815533981,0.7068965517241379,27.3,ok,64,x1.5,128,none,2,0.25,160,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,200,True,30000,0.0001
2025-09-19T03:59:01.158911+00:00,5a7d47859b25f95aff95ad75f7ec839f,scratch,cpu,3.12.4,63,0.8063592233009709,0.7068965517241379,36.09,ok,128,x1.5,160,none,2,0.25,192,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,256,True,30000,0.0001
2025-09-19T03:59:15.674995+00:00,908ac190d8dbf4986bfdf93fee2bf9cf,scratch,cpu,3.12.4,64,0.8127427184466021,0.7142857142857143,14.51,ok,128,x1.5,160,none,1,0.25,192,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,224,True,30000,0.0001
2025-09-19T03:59:45.829613+00:00,42cceecb3b1c81933ba547bd86a3f77c,scratch,cpu,3.12.4,65,0.7776941747572815,0.7142857142857143,30.15,ok,128,x1.5,160,none,2,0.2,128,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,224,True,30000,0.0001
2025-09-19T04:00:02.558885+00:00,bf80cd5e61af8d2ca52af56c9d4d8333,scratch,cpu,3.12.4,66,0.7888592233009709,0.6206896551724138,16.72,ok,64,x1.5,128,none,2,0.2,128,8,1.0,3-5-7,0.0,0.0008,bce_logits,adamw,max,none,42,224,True,30000,0.0002
2025-09-19T04:00:46.581074+00:00,d3c8d1b984c7d873661e138ab0ea12bf,scratch,cpu,3.12.4,67,0.8023058252427184,0.6995073891625616,44.01,ok,64,x1.5,160,none,2,0.2,192,8,1.0,3-5-7,0.0,0.0008,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:00:59.199906+00:00,a9c27808b455fcb20acefcf42819ad4d,scratch,cpu,3.12.4,68,0.7860679611650485,0.7068965517241379,12.61,ok,64,x1.5,128,none,1,0.25,128,8,1.0,3-5-7,0.03,0.001,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:01:18.179173+00:00,6c4766d463650495c930b0c9b4a7d871,scratch,cpu,3.12.4,69,0.7875970873786409,0.687192118226601,18.97,ok,64,x1.5,128,none,2,0.25,128,8,1.0,3-5-7,0.03,0.001,bce_logits,adamw,max,none,42,256,True,30000,0.0001
2025-09-19T04:01:30.937946+00:00,eadf50087295d4666f0c256459b2bf26,scratch,cpu,3.12.4,70,0.7996601941747574,0.7167487684729064,12.75,ok,128,x1.5,128,none,1,0.2,192,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,224,True,30000,0.0002
2025-09-19T04:01:38.421877+00:00,e6fbe16c23deba9d14ad829e2d11cd15,scratch,cpu,3.12.4,71,0.7676699029126213,0.6822660098522167,7.47,ok,64,x1.5,128,none,1,0.25,160,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,200,True,30000,0.0002
2025-09-19T04:02:05.803588+00:00,835c28bb058e7a5e9470a1df08dc18d6,scratch,cpu,3.12.4,72,0.7970631067961166,0.7044334975369458,27.38,ok,64,x1.5,128,none,2,0.25,192,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,200,True,30000,0.0001
2025-09-19T04:02:17.801972+00:00,9f1d64f409f56f0c06ab25782b262345,scratch,cpu,3.12.4,73,0.7835436893203883,0.7019704433497537,11.99,ok,128,x1.5,128,none,1,0.25,128,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,200,True,30000,0.0001
2025-09-19T04:02:47.891202+00:00,23d1cdbd575aceb53c0c1d9cd0bca6f3,scratch,cpu,3.12.4,74,0.7933737864077669,0.6896551724137931,30.08,ok,128,x1.5,160,none,2,0.25,128,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,none,42,224,True,30000,0.0002
2025-09-19T04:02:59.140090+00:00,f623245ba8313ad9ee6c63bc745bed8b,scratch,cpu,3.12.4,75,0.8044902912621359,0.729064039408867,11.24,ok,64,x1.5,128,none,1,0.25,192,8,1.0,3-5-7,0.0,0.0012,bce_logits,adamw,max,none,42,200,True,30000,0.0002
2025-09-19T04:03:07.079948+00:00,21ba2852b1e96350d5b519a24964a912,scratch,cpu,3.12.4,76,0.7784466019417475,0.6896551724137931,7.93,ok,128,x1.5,128,none,1,0.2,160,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,200,True,30000,0.0002
2025-09-19T04:03:23.406908+00:00,872d2624050c26960c2759431b0f1976,scratch,cpu,3.12.4,77,0.8042475728155339,0.7142857142857143,16.32,ok,64,x1.5,128,none,1,0.25,192,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,224,True,30000,0.0002
2025-09-19T04:03:56.579458+00:00,12e3eba5a56300735223acffa2003599,scratch,cpu,3.12.4,78,0.7904854368932039,0.7167487684729064,33.16,ok,128,x1.5,160,none,2,0.2,128,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:04:10.013021+00:00,1a97b1ab645830d74aa7743d3e6ae0d0,scratch,cpu,3.12.4,79,0.7806796116504855,0.7093596059113301,13.42,ok,64,x1.5,128,none,1,0.25,128,8,1.0,3-5-7,0.03,0.001,bce_logits,adamw,max,none,42,224,True,30000,0.0001
2025-09-19T04:04:35.938938+00:00,a1c658beec4b563f2fdb1acc9298ced9,scratch,cpu,3.12.4,80,0.781140776699029,0.6527093596059114,25.92,ok,128,x1.5,160,none,2,0.25,128,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,224,True,30000,0.0001
2025-09-19T04:04:50.104065+00:00,f6b7fe68854d3a46b470cdfb821430f6,scratch,cpu,3.12.4,81,0.766383495145631,0.7118226600985221,14.16,ok,128,x1.5,128,none,2,0.2,128,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,200,True,30000,0.0001
2025-09-19T04:05:00.216907+00:00,45667eeaf6653966b59248d4f11df2c5,scratch,cpu,3.12.4,82,0.7732766990291262,0.6970443349753694,10.11,ok,128,x1.5,128,none,1,0.25,128,8,1.0,3-5-7,0.03,0.001,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:05:12.726354+00:00,8c7747af9f303d54224e9933cad1aa2d,scratch,cpu,3.12.4,83,0.8007766990291262,0.6921182266009852,12.5,ok,64,x1.5,160,none,1,0.2,160,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,256,True,30000,0.0001
2025-09-19T04:05:32.212310+00:00,449340133bde2a7f9def90566ab30c94,scratch,cpu,3.12.4,84,0.7691747572815535,0.6305418719211823,19.48,ok,64,x1.5,160,none,2,0.2,128,8,1.0,3-5-7,0.0,0.0008,bce_logits,adamw,max,none,42,256,True,30000,0.0001
2025-09-19T04:05:59.014364+00:00,c45a6aeaf99b1a2f1b92994e63c4d92c,scratch,cpu,3.12.4,85,0.8015048543689319,0.7044334975369458,26.79,ok,128,x1.5,128,none,2,0.2,192,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:06:13.806679+00:00,16f74bcf1cc314dbbd591d1a8ec2683a,scratch,cpu,3.12.4,86,0.7906553398058253,0.7266009852216748,14.78,ok,64,x1.5,128,none,1,0.25,192,8,1.0,3-5-7,0.03,0.001,bce_logits,adamw,max,none,42,224,True,30000,0.0002
2025-09-19T04:06:27.676226+00:00,67917d8f1627d13a98422842b8ace695,scratch,cpu,3.12.4,87,0.7823786407766989,0.7044334975369458,13.86,ok,128,x1.5,128,none,1,0.2,128,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,224,True,30000,0.0001
2025-09-19T04:06:43.033735+00:00,4d149e7890acbb72bf12bdedaf3d7184,scratch,cpu,3.12.4,88,0.8015776699029127,0.7044334975369458,15.35,ok,128,x1.5,160,none,1,0.2,160,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,224,True,30000,0.0001
2025-09-19T04:06:59.963113+00:00,5bd624b1c8ac3eebeed76be7aadc8f9c,scratch,cpu,3.12.4,89,0.7804368932038834,0.6995073891625616,16.92,ok,64,x1.5,128,none,1,0.25,128,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:07:28.427144+00:00,a191d740bd6a6f643885704b7f49afbd,scratch,cpu,3.12.4,90,0.7692961165048544,0.6921182266009852,28.46,ok,128,x1.5,128,none,2,0.25,160,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,none,42,256,True,30000,0.0001
2025-09-19T04:07:37.264654+00:00,c719cc8fe5f99d48fe7b0db52de392f9,scratch,cpu,3.12.4,91,0.7746844660194175,0.6798029556650246,8.83,ok,128,x1.5,128,none,1,0.25,160,8,1.0,3-5-7,0.0,0.0012,bce_logits,adamw,max,none,42,200,True,30000,0.0002
2025-09-19T04:07:51.289815+00:00,74adc3c1a5f45f1b859c17aa210f4c7a,scratch,cpu,3.12.4,92,0.7782281553398058,0.687192118226601,14.02,ok,128,x1.5,128,none,1,0.2,128,8,1.0,3-5-7,0.03,0.001,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:08:06.471546+00:00,3fb5ccbd7c073343c0689cc5839b8f5d,scratch,cpu,3.12.4,93,0.7772330097087379,0.6995073891625616,15.17,ok,64,x1.5,128,none,1,0.25,160,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,224,True,30000,0.0001
2025-09-19T04:08:21.278542+00:00,993351921de8f63add37b98f3fd584b3,scratch,cpu,3.12.4,94,0.7853155339805825,0.6921182266009852,14.8,ok,64,x1.5,128,none,1,0.25,128,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,none,42,224,True,30000,0.0001
2025-09-19T04:08:48.524648+00:00,d0e902766a496a15bb591b15d8eaf9d0,scratch,cpu,3.12.4,95,0.7916747572815535,0.6847290640394089,27.24,ok,128,x1.5,128,none,2,0.2,192,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,256,True,30000,0.0001
2025-09-19T04:09:02.082212+00:00,5424fa9273a8fad4b41e0706d097652e,scratch,cpu,3.12.4,96,0.783883495145631,0.6970443349753694,13.54,ok,128,x1.5,128,none,1,0.25,128,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,none,42,200,True,30000,0.0001
2025-09-19T04:09:16.033858+00:00,77afac311fb5ac7422953b3139b30bae,scratch,cpu,3.12.4,97,0.786116504854369,0.6921182266009852,13.94,ok,64,x1.5,128,none,1,0.25,128,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,200,True,30000,0.0001
2025-09-19T04:09:48.078410+00:00,04dfeca07eb1c457b24d0df2f5a26ef4,scratch,cpu,3.12.4,98,0.7865776699029126,0.7044334975369458,32.03,ok,128,x1.5,160,none,2,0.25,128,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:10:15.788093+00:00,20895e51b6b832e408a50cb8e5d684db,scratch,cpu,3.12.4,99,0.8041019417475728,0.6576354679802956,27.7,ok,128,x1.5,160,none,2,0.2,128,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:10:30.164199+00:00,f380a59240f66f3f9669b39c87809104,scratch,cpu,3.12.4,100,0.793131067961165,0.7364532019704434,14.37,ok,128,x1.5,160,none,1,0.2,128,8,1.0,3-5-7,0.03,0.001,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:11:09.962910+00:00,17b2b93e8100da6da88f950d8e74a845,scratch,cpu,3.12.4,101,0.7951699029126214,0.6896551724137931,39.79,ok,64,x1.5,160,none,2,0.2,128,8,1.0,3-5-7,0.0,0.0012,bce_logits,adamw,max,none,42,224,True,30000,0.0002
2025-09-19T04:11:28.625660+00:00,3bcb98ca7481cec054e1fb0c5a96a6cf,scratch,cpu,3.12.4,102,0.7718446601941746,0.7192118226600985,18.62,ok,128,x1.5,128,none,2,0.2,128,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,256,True,30000,0.0002
2025-09-19T04:11:43.206536+00:00,1e6b2c8f820a94e3230b7f840268b5b5,scratch,cpu,3.12.4,103,0.804247572815534,0.7216748768472906,14.57,ok,128,x1.5,128,none,1,0.2,192,8,1.0,3-5-7,0.0,0.0012,bce_logits,adamw,max,none,42,224,True,30000,0.0002
2025-09-19T04:12:16.818933+00:00,ccf42f53457f2b9a1ec29ac30c490d90,scratch,cpu,3.12.4,104,0.8080339805825243,0.6847290640394089,33.6,ok,64,x1.5,128,none,2,0.25,192,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,none,42,224,True,30000,0.0001
2025-09-19T04:12:32.399452+00:00,9a66dd5b788708f47d2c9f70735e8aae,scratch,cpu,3.12.4,105,0.8036650485436894,0.6995073891625616,15.57,ok,128,x1.5,160,none,1,0.25,160,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,none,42,200,True,30000,0.0001
2025-09-19T04:13:08.963871+00:00,fd20f9698038eaf58607a11ac83a56ed,scratch,cpu,3.12.4,106,0.802257281553398,0.6650246305418719,36.55,ok,64,x1.5,128,none,2,0.2,192,8,1.0,3-5-7,0.03,0.001,bce_logits,adamw,max,none,42,256,True,30000,0.0001
2025-09-19T04:13:25.835141+00:00,532ffbdebd39d3c3be927e59cb42bbd8,scratch,cpu,3.12.4,107,0.7793446601941749,0.6921182266009852,16.86,ok,128,x1.5,128,none,2,0.2,128,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,none,42,224,True,30000,0.0002
2025-09-19T04:13:55.044245+00:00,890d60f2e3befe6c75bbf1dd48534f39,scratch,cpu,3.12.4,108,0.7767961165048543,0.7093596059113301,29.19,ok,64,x1.5,128,none,2,0.25,160,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,none,42,224,True,30000,0.0002
2025-09-19T04:44:35.498136+00:00,e6ba7a27a246030f4910c2dec54f15f2,scratch,cpu,3.12.4,0,0.7979854368932039,0.7192118226600985,33.93,ok,relu,128,x1.5,128,none,2,0.25,192,8,1.0,3-5-7,0.0,0.0008,bce_logits,adamw,max,False,none,42,256,True,30000,0.0002
2025-09-19T04:44:47.060497+00:00,930923eadd12333b575bdca97e582522,scratch,cpu,3.12.4,1,0.7726941747572815,0.6798029556650246,11.55,ok,relu,128,x1.5,128,none,1,0.2,160,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,False,none,42,200,True,30000,0.0002
2025-09-19T04:44:55.441308+00:00,32f66428d0cd6620c496ba7912dd7981,scratch,cpu,3.12.4,2,0.7869174757281554,0.7044334975369458,8.37,ok,relu,64,x1.5,160,none,1,0.25,128,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,False,none,42,200,True,30000,0.0002
2025-09-19T04:45:12.122205+00:00,5512234db55e7ee985ba2bb19e8ddd2c,scratch,cpu,3.12.4,3,0.8124271844660196,0.7044334975369458,16.67,ok,relu,128,x1.5,160,none,2,0.2,192,8,1.0,3-5-7,0.03,0.001,bce_logits,adamw,max,False,none,42,200,True,30000,0.0001
2025-09-19T04:45:32.467483+00:00,275ede6f6d109be049d7571a0d7fcaf5,scratch,cpu,3.12.4,4,0.7726699029126213,0.7093596059113301,20.27,ok,relu,64,x1.5,128,none,2,0.25,160,8,1.0,3-5-7,0.0,0.0008,bce_logits,adamw,max,False,none,42,256,True,30000,0.0002
2025-09-19T04:45:56.822781+00:00,9546833e1371b3641086dcca8c9210d9,scratch,cpu,3.12.4,5,0.8038349514563106,0.7068965517241379,24.35,ok,relu,128,x1.5,128,none,2,0.25,192,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,False,none,42,224,True,30000,0.0001
2025-09-19T04:46:21.449453+00:00,38ead4f8a228e73d018f340c1914c365,scratch,cpu,3.12.4,6,0.8049029126213593,0.7266009852216748,24.62,ok,relu,64,x1.5,128,none,2,0.2,192,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,False,none,42,200,True,30000,0.0001
2025-09-19T04:46:44.529516+00:00,b05fb28e53296a054ad6291b37a86dac,scratch,cpu,3.12.4,7,0.7983980582524273,0.7019704433497537,23.07,ok,relu,64,x1.5,128,none,2,0.25,192,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,False,none,42,224,True,30000,0.0002
2025-09-19T04:47:06.142593+00:00,0e64f56ff17903263cfad5c1594fe290,scratch,cpu,3.12.4,8,0.7770145631067962,0.6822660098522167,21.6,ok,relu,64,x1.5,160,none,2,0.2,160,8,1.0,3-5-7,0.0,0.0012,bce_logits,adamw,max,False,none,42,256,True,30000,0.0002
2025-09-19T04:47:17.077808+00:00,23054106d94fb19b60e4f191d421d373,scratch,cpu,3.12.4,9,0.7979854368932039,0.7241379310344828,10.93,ok,relu,128,x1.5,128,none,1,0.2,192,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,False,none,42,256,True,30000,0.0002
2025-09-19T04:47:34.742785+00:00,6998cd1b64c8de7929d2a9f8bc13c0e9,scratch,cpu,3.12.4,10,0.7905339805825242,0.7093596059113301,17.66,ok,relu,64,x1.5,128,none,2,0.25,160,8,1.0,3-5-7,0.03,0.0012,bce_logits,adamw,max,False,none,42,200,True,30000,0.0001
2025-09-19T04:47:45.380527+00:00,a7c56861f2cb77036b4752c5f1e82921,scratch,cpu,3.12.4,11,0.7860436893203884,0.6945812807881774,10.63,ok,relu,64,x1.5,128,none,1,0.25,128,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,False,none,42,200,True,30000,0.0002
2025-09-19T04:48:06.702587+00:00,9b8be4175e0195070447f3972470119f,scratch,cpu,3.12.4,12,0.782864077669903,0.7093596059113301,21.32,ok,relu,64,x1.5,160,none,2,0.25,128,8,1.0,3-5-7,0.0,0.001,bce_logits,adamw,max,False,none,42,256,True,30000,0.0001
2025-09-19T04:48:31.820028+00:00,4436170cdbebdb2d79950ab73a1d9e89,scratch,cpu,3.12.4,13,0.8025485436893203,0.7167487684729064,25.11,ok,relu,64,x1.5,160,none,2,0.2,192,8,1.0,3-5-7,0.0,0.0012,bce_logits,adamw,max,False,none,42,224,True,30000,0.0002
2025-09-19T04:48:54.010139+00:00,942e6dc9cff2fbef712751d32d9058eb,scratch,cpu,3.12.4,14,0.7899757281553399,0.7019704433497537,22.18,ok,relu,128,x1.5,128,none,2,0.25,192,8,1.0,3-5-7,0.03,0.0008,bce_logits,adamw,max,False,none,42,200,True,30000,0.0002
2025-09-19T04:49:06.052979+00:00,6c5933590e07020196255f20f88a75b7,scratch,cpu,3.12.4,15,0.7761165048543688,0.6945812807881774,12.04,ok,relu,128,x1.5,128,none,1,0.2,128,8,1.0,3-5-7,0.0,0.0008,bce_logits,adamw,max,False,none,42,256,True,30000,0.0001
